name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-13853,NO,46.7,31,15.7,0.507,-1,1.5e-02,1.0e+00,0.3203,71,26,34,33,10,16,21
GENE-17080,NO,1184.7,729.7,455,0.624,-0.7,1.5e-02,1.0e+00,0.3203,72,768,879,542,448,405,512
GENE-3738,NO,471.3,200.7,270.7,1.349,0.4,1.6e-02,1.0e+00,0.3329,75,216,200,186,268,261,283
GENE-7040,NO,480,202.3,277.7,1.373,0.5,1.6e-02,1.0e+00,0.3329,75,194,226,187,278,293,262
GENE-15551,NO,205.7,83,122.7,1.481,0.6,1.6e-02,1.0e+00,0.3354,76,97,73,79,108,127,133
GENE-1692,NO,4480.7,2929.3,1551.3,0.53,-0.9,1.7e-02,1.0e+00,0.3504,80,2481,4331,1976,1643,1601,1410
GENE-11355,NO,150,93.7,56.3,0.602,-0.7,1.7e-02,1.0e+00,0.3504,80,105,88,88,41,57,71
GENE-2232,NO,1831,747,1084,1.451,0.5,1.7e-02,1.0e+00,0.352,81,789,621,831,969,1225,1058
GENE-17789,NO,1095.7,443,652.7,1.473,0.6,1.7e-02,1.0e+00,0.3559,82,388,507,434,752,549,657
GENE-18138,NO,207.7,81,126.7,1.563,0.6,1.7e-02,1.0e+00,0.3602,84,88,82,73,95,140,145
GENE-8319,NO,654,252.7,401.3,1.59,0.7,1.8e-02,1.0e+00,0.3609,84,281,219,258,305,502,397
GENE-13014,NO,30.3,24.7,5.7,0.233,-2.1,1.8e-02,1.0e+00,0.3622,85,12,26,36,11,5,1
GENE-3595,NO,88.7,29.3,59.3,2.018,1,1.8e-02,1.0e+00,0.3622,85,19,30,39,58,44,76
GENE-16478,NO,322.7,187,135.7,0.729,-0.5,1.8e-02,1.0e+00,0.3627,86,176,187,198,151,133,123
GENE-4517,NO,109,32.7,76.3,2.341,1.2,1.8e-02,1.0e+00,0.3627,86,29,47,22,43,94,92
GENE-3093,NO,67.3,42.3,25,0.592,-0.8,1.8e-02,1.0e+00,0.3627,86,50,38,39,32,21,22
GENE-4938,NO,410.3,20,390.3,19.389,4.3,1.8e-02,1.0e+00,0.3627,87,0,37,23,977,127,67
GENE-2856,NO,1052,613,439,0.716,-0.5,1.8e-02,1.0e+00,0.3666,88,677,564,598,411,503,403
GENE-19262,NO,73.3,27.3,46,1.68,0.7,1.8e-02,1.0e+00,0.3666,88,29,28,25,58,46,34
GENE-11511,NO,1534.3,187,1347.3,7.198,2.8,1.9e-02,1.0e+00,0.3706,90,217,64,280,216,2737,1089
GENE-17005,YES,31,11,20,1.81,0.9,1.9e-02,1.0e+00,0.3791,92,13,9,11,23,15,22
GENE-2734,NO,553,337,216,0.641,-0.6,1.9e-02,1.0e+00,0.3791,92,302,284,425,179,242,227
GENE-9410,NO,58.7,36.3,22.3,0.616,-0.7,2.0e-02,1.0e+00,0.3826,94,38,41,30,21,27,19
GENE-8484,NO,82.3,53,29.3,0.554,-0.9,2.0e-02,1.0e+00,0.3826,94,39,48,72,32,32,24
GENE-10274,NO,321.3,103.3,218,2.109,1.1,2.0e-02,1.0e+00,0.3835,95,65,152,93,196,165,293
GENE-7370,NO,324.3,117,207.3,1.772,0.8,2.0e-02,1.0e+00,0.3939,98,135,94,122,275,140,207
GENE-5336,NO,54.3,33,21.3,0.648,-0.6,2.1e-02,1.0e+00,0.3961,99,34,28,37,22,23,19
GENE-4162,NO,633,399.3,233.7,0.586,-0.8,2.1e-02,1.0e+00,0.3961,99,496,252,450,248,226,227
GENE-13441,NO,37,13.7,23.3,1.701,0.8,2.1e-02,1.0e+00,0.3961,99,14,17,10,23,22,25
GENE-8037,NO,69.7,45.7,24,0.526,-0.9,2.1e-02,1.0e+00,0.3961,100,39,39,59,17,33,22
GENE-9326,NO,235.3,93,142.3,1.53,0.6,2.1e-02,1.0e+00,0.3964,100,86,105,88,109,149,169
GENE-1579,NO,287.3,80,207.3,2.594,1.4,2.1e-02,1.0e+00,0.3989,101,118,41,81,197,306,119
GENE-11833,NO,3850,2246,1604,0.714,-0.5,2.1e-02,1.0e+00,0.3989,102,2435,2325,1978,1443,1882,1487
GENE-3510,YES,326,31.3,294.7,9.367,3.2,2.2e-02,1.0e+00,0.4,102,33,41,20,12,427,445
GENE-32,NO,195,77.3,117.7,1.524,0.6,2.2e-02,1.0e+00,0.4,103,79,79,74,121,143,89
GENE-5435,YES,21.3,6.7,14.7,2.178,1.1,2.2e-02,1.0e+00,0.4075,105,10,6,4,17,16,11
GENE-18383,YES,300.7,175.3,125.3,0.716,-0.5,2.2e-02,1.0e+00,0.4083,106,190,189,147,116,126,134
GENE-16349,NO,2371.7,1379.7,992,0.719,-0.5,2.2e-02,1.0e+00,0.4097,107,1485,1301,1353,853,953,1170
GENE-5904,NO,71.7,20.7,51,2.46,1.3,2.2e-02,1.0e+00,0.4097,107,14,27,21,80,27,46
GENE-19012,YES,109.7,70.3,39.3,0.56,-0.8,2.2e-02,1.0e+00,0.4097,107,67,70,74,43,24,51
GENE-8346,NO,36.7,12.7,24,1.887,0.9,2.3e-02,1.0e+00,0.4101,108,18,12,8,22,25,25
GENE-4127,NO,41,25.7,15.3,0.599,-0.7,2.3e-02,1.0e+00,0.4169,110,28,30,19,15,17,14
GENE-6480,NO,90.3,32,58.3,1.82,0.9,2.3e-02,1.0e+00,0.4169,110,43,27,26,41,66,68
GENE-10247,NO,1524,877,647,0.738,-0.4,2.3e-02,1.0e+00,0.4169,111,1022,825,784,647,657,637
GENE-5632,NO,6959.3,168.3,6791,40.326,5.3,2.3e-02,1.0e+00,0.4169,111,29,452,24,187,16172,4014
GENE-3259,NO,250.3,102.3,148,1.445,0.5,2.3e-02,1.0e+00,0.4169,112,114,89,104,122,165,157
GENE-16352,NO,261.3,153.3,108,0.706,-0.5,2.4e-02,1.0e+00,0.4169,112,156,157,147,104,129,91
GENE-18698,NO,405,249.3,155.7,0.625,-0.7,2.4e-02,1.0e+00,0.4169,113,183,265,300,182,159,126
GENE-8379,NO,208.7,132.7,76,0.574,-0.8,2.4e-02,1.0e+00,0.4183,113,82,144,172,74,75,79
GENE-15309,NO,49,19,30,1.575,0.7,2.4e-02,1.0e+00,0.4208,114,16,21,20,34,31,25
GENE-10277,NO,206.7,86.7,120,1.387,0.5,2.4e-02,1.0e+00,0.4208,115,73,95,92,117,119,124
GENE-3680,NO,254.3,157.7,96.7,0.616,-0.7,2.4e-02,1.0e+00,0.4208,115,115,188,170,104,110,76
GENE-2976,NO,45.3,18.3,27,1.469,0.6,2.4e-02,1.0e+00,0.4208,116,19,17,19,28,26,27
GENE-1795,NO,9801,6621.7,3179.3,0.48,-1.1,2.4e-02,1.0e+00,0.4222,117,3766,5559,10540,2669,3653,3216
GENE-17328,NO,201.7,117.7,84,0.714,-0.5,2.5e-02,1.0e+00,0.4285,119,124,130,99,91,82,79
GENE-13194,NO,26.7,18,8.7,0.485,-1,2.5e-02,1.0e+00,0.4285,119,21,12,21,12,6,8
GENE-16645,NO,4711.7,1908.7,2803,1.469,0.6,2.5e-02,1.0e+00,0.4304,120,1640,1797,2289,3112,3040,2257
GENE-5029,NO,590.3,347.3,243,0.7,-0.5,2.5e-02,1.0e+00,0.4304,121,300,386,356,225,290,214
GENE-18435,NO,162.3,43,119.3,2.768,1.5,2.5e-02,1.0e+00,0.432,121,15,59,55,72,130,156
GENE-4431,NO,97.3,59.7,37.7,0.632,-0.7,2.6e-02,1.0e+00,0.432,122,57,76,46,41,38,34
GENE-14938,NO,4426,2584.3,1841.7,0.713,-0.5,2.6e-02,1.0e+00,0.4353,123,2250,2366,3137,1687,2018,1820
GENE-2833,NO,208.3,118,90.3,0.766,-0.4,2.6e-02,1.0e+00,0.4393,125,119,118,117,91,88,92
GENE-715,NO,113.3,105,8.3,0.081,-3.6,2.6e-02,1.0e+00,0.4393,125,24,129,162,0,0,25
GENE-12687,NO,46.3,17.3,29,1.668,0.7,2.6e-02,1.0e+00,0.4393,126,18,14,20,36,28,23
GENE-6875,NO,2561.7,1873,688.7,0.368,-1.4,2.6e-02,1.0e+00,0.4393,126,1424,2132,2063,230,760,1076
GENE-17590,NO,2993.7,1725.3,1268.3,0.735,-0.4,2.6e-02,1.0e+00,0.4393,127,1618,1513,2045,1253,1213,1339
GENE-7525,NO,218,94,124,1.322,0.4,2.7e-02,1.0e+00,0.4395,127,98,93,91,130,128,114
GENE-1191,NO,51,20.3,30.7,1.505,0.6,2.7e-02,1.0e+00,0.4415,128,20,24,17,31,30,31
GENE-1958,NO,887,522,365,0.699,-0.5,2.7e-02,1.0e+00,0.4446,129,588,438,540,431,318,346
GENE-12364,NO,495.3,282.7,212.7,0.752,-0.4,2.8e-02,1.0e+00,0.4517,132,262,286,300,214,235,189
GENE-2497,NO,161.3,58.7,102.7,1.754,0.8,2.8e-02,1.0e+00,0.4566,134,81,49,46,79,130,99
GENE-19777,NO,57.3,18.7,38.7,2.064,1,2.8e-02,1.0e+00,0.4566,134,19,26,11,25,45,46
GENE-17326,NO,357,148,209,1.414,0.5,2.8e-02,1.0e+00,0.4566,135,132,141,171,225,228,174
GENE-12278,NO,4788,2749.3,2038.7,0.741,-0.4,2.9e-02,1.0e+00,0.4579,136,3246,2385,2617,1916,2093,2107
GENE-18473,NO,4496,1598,2898,1.813,0.9,2.9e-02,1.0e+00,0.4579,136,1303,1759,1732,1654,3775,3265
GENE-14983,NO,514.3,218.3,296,1.356,0.4,2.9e-02,1.0e+00,0.4579,136,229,207,219,308,248,332
GENE-19237,YES,2904.7,1654.3,1250.3,0.756,-0.4,2.9e-02,1.0e+00,0.4579,137,1580,1902,1481,1318,1196,1237
GENE-2012,NO,410.3,177.7,232.7,1.309,0.4,2.9e-02,1.0e+00,0.4579,137,188,176,169,216,226,256
GENE-4946,NO,192.7,113,79.7,0.705,-0.5,2.9e-02,1.0e+00,0.4615,139,91,125,123,86,77,76
GENE-11922,NO,63,44.7,18.3,0.413,-1.3,2.9e-02,1.0e+00,0.4644,140,77,25,32,23,14,18
GENE-1963,NO,132.7,52.7,80,1.517,0.6,3.0e-02,1.0e+00,0.4692,142,59,45,54,93,86,61
GENE-15758,NO,1971.7,820.3,1151.3,1.404,0.5,3.0e-02,1.0e+00,0.4709,143,1000,766,695,1197,1031,1226
GENE-16934,NO,20.3,13.3,7,0.529,-0.9,3.0e-02,1.0e+00,0.4709,144,16,12,12,5,10,6
GENE-7159,NO,506.3,499.7,6.7,0.014,-6.2,3.0e-02,1.0e+00,0.4709,144,139,1360,0,0,0,20
GENE-14679,NO,23,8.7,14.3,1.645,0.7,3.0e-02,1.0e+00,0.4717,145,8,10,8,17,13,13
GENE-7045,NO,44.7,29.3,15.3,0.525,-0.9,3.0e-02,1.0e+00,0.4717,145,35,35,18,14,20,12
GENE-11344,NO,1840.7,773,1067.7,1.381,0.5,3.1e-02,1.0e+00,0.4724,146,706,896,717,999,961,1243
GENE-17145,NO,18.7,12,6.7,0.56,-0.8,3.1e-02,1.0e+00,0.4749,147,13,11,12,9,5,6
GENE-6034,NO,44.7,16.3,28.3,1.728,0.8,3.1e-02,1.0e+00,0.4771,148,12,20,17,27,36,22
GENE-10732,NO,32.3,11.3,21,1.844,0.9,3.1e-02,1.0e+00,0.4793,150,11,9,14,29,16,18
GENE-4164,NO,288.3,122.7,165.7,1.35,0.4,3.2e-02,1.0e+00,0.4824,151,104,130,134,169,154,174
GENE-19717,NO,239,98.7,140.3,1.425,0.5,3.2e-02,1.0e+00,0.485,152,112,103,81,161,139,121
GENE-15322,NO,61,38.3,22.7,0.592,-0.8,3.2e-02,1.0e+00,0.4884,154,39,31,45,18,31,19
GENE-11104,NO,345.3,203.7,141.7,0.696,-0.5,3.2e-02,1.0e+00,0.4905,155,233,176,202,153,112,160
GENE-13658,NO,39,25.3,13.7,0.541,-0.9,3.3e-02,1.0e+00,0.4952,157,24,21,31,8,16,17
GENE-3008,NO,82.7,23.7,59,2.486,1.3,3.3e-02,1.0e+00,0.4953,158,43,16,12,40,76,61
GENE-9473,NO,148.3,91,57.3,0.631,-0.7,3.3e-02,1.0e+00,0.4958,158,115,61,97,57,57,58
GENE-16307,NO,383,226.7,156.3,0.691,-0.5,3.4e-02,1.0e+00,0.5036,161,190,274,216,153,184,132
GENE-17158,NO,234,46.7,187.3,4.008,2,3.4e-02,1.0e+00,0.5039,162,68,49,23,386,49,127
GENE-6589,NO,57,9.3,47.7,5.064,2.3,3.4e-02,1.0e+00,0.5039,162,7,19,2,52,10,81
GENE-8977,NO,8138,2871.7,5266.3,1.834,0.9,3.4e-02,1.0e+00,0.5093,164,2292,4515,1808,5265,4932,5602
GENE-4328,NO,72,42.7,29.3,0.688,-0.5,3.5e-02,1.0e+00,0.5148,167,39,42,47,24,31,33
GENE-5752,NO,49,17.7,31.3,1.769,0.8,3.5e-02,1.0e+00,0.5166,168,24,13,16,24,30,40
GENE-2839,NO,86.3,75,11.3,0.153,-2.7,3.5e-02,1.0e+00,0.5166,168,137,82,6,11,20,3
GENE-9088,NO,77.7,29.7,48,1.615,0.7,3.6e-02,1.0e+00,0.5206,170,35,27,27,33,57,54
GENE-18776,NO,458,266,192,0.722,-0.5,3.6e-02,1.0e+00,0.5206,171,322,254,222,175,196,205
GENE-14911,NO,25.7,16,9.7,0.607,-0.7,3.6e-02,1.0e+00,0.5206,171,15,14,19,12,9,8
GENE-1657,NO,57,13.3,43.7,3.248,1.7,3.6e-02,1.0e+00,0.5231,173,18,9,13,13,83,35
GENE-8199,NO,1350,786,564,0.718,-0.5,3.7e-02,1.0e+00,0.5263,174,777,673,908,671,521,500
GENE-11881,YES,33.7,21,12.7,0.605,-0.7,3.7e-02,1.0e+00,0.5263,175,16,25,22,10,13,15
GENE-993,NO,1073.7,440,633.7,1.441,0.5,3.7e-02,1.0e+00,0.5263,175,380,419,521,499,738,664
GENE-3667,NO,1239.7,456,783.7,1.718,0.8,3.7e-02,1.0e+00,0.5263,176,362,577,429,486,896,969
GENE-17487,NO,158.7,92.7,66,0.712,-0.5,3.7e-02,1.0e+00,0.5263,176,80,112,86,65,72,61
GENE-10572,NO,282.7,162.7,120,0.741,-0.4,3.7e-02,1.0e+00,0.5322,179,150,168,170,100,125,135
GENE-18813,NO,110,40,70,1.747,0.8,3.8e-02,1.0e+00,0.5329,180,53,40,27,51,90,69
GENE-10048,NO,342.7,139.7,203,1.453,0.5,3.8e-02,1.0e+00,0.5335,180,134,171,114,215,228,166
GENE-11302,NO,91.3,36.7,54.7,1.488,0.6,3.8e-02,1.0e+00,0.5388,183,28,44,38,56,60,48
GENE-18067,NO,1320,790,530,0.67,-0.6,3.9e-02,1.0e+00,0.5423,184,1011,662,697,556,610,424
GENE-2926,NO,2246.3,889.7,1356.7,1.525,0.6,3.9e-02,1.0e+00,0.5492,187,885,637,1147,1303,1183,1584
GENE-15145,NO,62.7,22.7,40,1.758,0.8,3.9e-02,1.0e+00,0.5492,188,15,26,27,34,54,32
GENE-5830,NO,75.7,46.7,29,0.622,-0.7,3.9e-02,1.0e+00,0.5495,188,37,45,58,33,33,21
GENE-19681,NO,856.3,325,531.3,1.636,0.7,4.0e-02,1.0e+00,0.5495,189,435,312,228,641,549,404
GENE-16728,NO,22823.3,12988.3,9835,0.757,-0.4,4.0e-02,1.0e+00,0.5531,191,11580,13690,13695,8814,9043,11648
GENE-2517,NO,507,388.7,118.3,0.305,-1.7,4.0e-02,1.0e+00,0.5531,191,89,621,456,66,123,166
GENE-10440,NO,57.3,41.3,16,0.389,-1.4,4.0e-02,1.0e+00,0.5531,192,33,48,43,30,13,5
GENE-8595,NO,241.3,102,139.3,1.369,0.5,4.1e-02,1.0e+00,0.5553,193,123,96,87,145,146,127
GENE-15414,NO,62.7,23.3,39.3,1.681,0.7,4.1e-02,1.0e+00,0.5553,194,16,21,33,36,37,45
GENE-9377,NO,71.7,44.3,27.3,0.618,-0.7,4.1e-02,1.0e+00,0.5561,195,41,38,54,34,19,29
GENE-16667,NO,2326.3,1357.3,969,0.714,-0.5,4.1e-02,1.0e+00,0.5561,195,1180,1191,1701,1098,925,884
GENE-18995,NO,487.7,284.3,203.3,0.715,-0.5,4.1e-02,1.0e+00,0.5573,196,312,292,249,158,234,218
GENE-17777,NO,658.7,266,392.7,1.476,0.6,4.1e-02,1.0e+00,0.5573,197,272,222,304,327,509,342
GENE-15944,NO,1113,264.7,848.3,3.205,1.7,4.1e-02,1.0e+00,0.5575,197,425,303,66,884,1234,427
GENE-11477,NO,58.3,23,35.3,1.534,0.6,4.2e-02,1.0e+00,0.5604,199,29,22,18,31,34,41
GENE-12507,YES,118.3,39.7,78.7,1.981,1,4.2e-02,1.0e+00,0.5604,200,34,64,21,74,67,95
GENE-12225,NO,526,211,315,1.492,0.6,4.2e-02,1.0e+00,0.5604,200,189,265,179,350,356,239
GENE-18777,NO,42.3,30.7,11.7,0.383,-1.4,4.2e-02,1.0e+00,0.5604,201,48,30,14,13,17,5
GENE-4646,NO,238,150.7,87.3,0.582,-0.8,4.2e-02,1.0e+00,0.5618,202,110,227,115,96,93,73
GENE-5031,NO,205,151.3,53.7,0.355,-1.5,4.3e-02,1.0e+00,0.5701,205,125,267,62,61,76,24
GENE-2885,YES,257.7,171.7,86,0.502,-1,4.3e-02,1.0e+00,0.5701,206,228,163,124,43,123,92
GENE-1655,NO,28.7,9,19.7,2.171,1.1,4.3e-02,1.0e+00,0.5709,207,12,11,4,17,14,28
GENE-6167,NO,282.3,117,165.3,1.412,0.5,4.3e-02,1.0e+00,0.5709,207,137,94,120,172,186,138
GENE-2388,NO,42.7,17.3,25.3,1.458,0.5,4.4e-02,1.0e+00,0.5711,208,15,18,19,29,24,23
GENE-9651,NO,419.3,233.7,185.7,0.794,-0.3,4.4e-02,1.0e+00,0.5711,208,234,220,247,173,194,190
GENE-6405,NO,29,18.3,10.7,0.585,-0.8,4.4e-02,1.0e+00,0.5711,209,15,25,15,13,9,10
GENE-1818,NO,651,400.7,250.3,0.625,-0.7,4.4e-02,1.0e+00,0.5711,210,365,384,453,311,287,153
GENE-13763,NO,271,114.7,156.3,1.364,0.4,4.4e-02,1.0e+00,0.5711,210,121,116,107,171,123,175
GENE-10748,NO,1008.3,442.7,565.7,1.279,0.4,4.4e-02,1.0e+00,0.5711,211,441,435,452,632,495,570
GENE-5751,NO,583,26.3,556.7,21.04,4.4,4.4e-02,1.0e+00,0.5711,211,0,66,13,1428,11,231
GENE-4516,NO,1191,119.3,1071.7,8.976,3.2,4.4e-02,1.0e+00,0.5711,212,0,99,259,1667,990,558
GENE-19049,NO,167,110.7,56.3,0.509,-1,4.5e-02,1.0e+00,0.5711,212,97,136,99,25,71,73
GENE-7421,NO,2809.3,1177,1632.3,1.387,0.5,4.5e-02,1.0e+00,0.5711,213,1275,1028,1228,1443,2045,1409
GENE-11745,NO,81.3,50.3,31,0.617,-0.7,4.5e-02,1.0e+00,0.5779,216,48,35,68,26,32,35
GENE-1583,NO,138.3,23,115.3,5.006,2.3,4.5e-02,1.0e+00,0.5779,217,56,3,10,186,41,119
GENE-12635,NO,34.3,21.3,13,0.612,-0.7,4.6e-02,1.0e+00,0.5806,218,19,29,16,14,12,13
GENE-16509,NO,35,11.7,23.3,1.989,1,4.6e-02,1.0e+00,0.5865,221,13,12,10,11,31,28
GENE-7544,NO,484,210.7,273.3,1.295,0.4,4.7e-02,1.0e+00,0.5983,226,213,199,220,313,270,237
GENE-8507,NO,298.3,173.3,125,0.72,-0.5,4.8e-02,1.0e+00,0.6001,227,191,187,142,129,102,144
GENE-127,NO,1488.7,635.7,853,1.341,0.4,4.8e-02,1.0e+00,0.6046,230,727,564,616,1010,794,755
GENE-6837,NO,73.7,23,50.7,2.196,1.1,4.8e-02,1.0e+00,0.6046,230,8,34,27,63,40,49
GENE-1058,NO,132,53.3,78.7,1.473,0.6,5.0e-02,1.0e+00,0.6142,235,39,56,65,84,85,67
GENE-11328,NO,62.7,39,23.7,0.608,-0.7,5.0e-02,1.0e+00,0.6142,235,47,31,39,17,33,21
GENE-9467,NO,285.7,169,116.7,0.689,-0.5,5.0e-02,1.0e+00,0.6142,236,192,159,156,124,84,142
GENE-16893,NO,335,149.3,185.7,1.243,0.3,5.0e-02,1.0e+00,0.6142,236,145,157,146,190,189,178
GENE-1062,NO,1138.7,674,464.7,0.689,-0.5,5.0e-02,1.0e+00,0.6142,237,781,470,771,453,518,423
GENE-10705,NO,188.7,66,122.7,1.861,0.9,5.0e-02,1.0e+00,0.6142,238,91,56,51,148,154,66
GENE-14291,NO,58,24.3,33.7,1.381,0.5,5.0e-02,1.0e+00,0.6145,238,23,22,28,35,32,34
GENE-5664,NO,414.7,169,245.7,1.455,0.5,5.1e-02,1.0e+00,0.6193,241,120,170,217,237,266,234
GENE-19440,NO,52.7,32.7,20,0.613,-0.7,5.1e-02,1.0e+00,0.6193,242,42,24,32,16,26,18
GENE-2123,NO,522.3,215.7,306.7,1.423,0.5,5.1e-02,1.0e+00,0.6193,242,221,156,270,287,314,319
GENE-8481,NO,2424,996,1428,1.434,0.5,5.1e-02,1.0e+00,0.6193,243,725,1160,1103,1520,1578,1186
GENE-3798,NO,754.3,296.3,458,1.545,0.6,5.1e-02,1.0e+00,0.6193,243,246,314,329,308,455,611
GENE-13718,NO,29,11,18,1.629,0.7,5.1e-02,1.0e+00,0.6193,244,12,7,14,19,17,18
GENE-16525,NO,85,50.7,34.3,0.678,-0.6,5.1e-02,1.0e+00,0.6193,245,50,62,40,28,36,39
GENE-13126,NO,143,81.3,61.7,0.758,-0.4,5.2e-02,1.0e+00,0.6193,245,70,85,89,58,63,64
GENE-9459,NO,25,16,9,0.566,-0.8,5.2e-02,1.0e+00,0.6193,246,22,12,14,8,12,7
GENE-579,NO,558,317,241,0.76,-0.4,5.2e-02,1.0e+00,0.6193,246,327,285,339,209,230,284
GENE-8069,YES,51.3,20,31.3,1.563,0.6,5.2e-02,1.0e+00,0.6193,247,27,14,19,34,31,29
GENE-10886,NO,48,20,28,1.398,0.5,5.2e-02,1.0e+00,0.6193,248,21,22,17,29,26,29
GENE-4374,NO,83,48.3,34.7,0.718,-0.5,5.2e-02,1.0e+00,0.6193,248,41,51,53,33,31,40
GENE-10357,NO,118,47.3,70.7,1.492,0.6,5.2e-02,1.0e+00,0.6195,249,43,43,56,89,53,70
GENE-13058,NO,87.7,35.3,52.3,1.48,0.6,5.3e-02,1.0e+00,0.6205,250,39,40,27,48,45,64
GENE-9240,NO,39.3,24.3,15,0.619,-0.7,5.3e-02,1.0e+00,0.6205,251,34,21,18,16,15,14
GENE-8444,NO,123.3,50,73.3,1.466,0.6,5.3e-02,1.0e+00,0.6205,251,57,41,52,85,55,80
GENE-15191,NO,42.7,27,15.7,0.582,-0.8,5.3e-02,1.0e+00,0.6205,252,25,18,38,15,13,19
GENE-16884,NO,42.3,16.3,26,1.588,0.7,5.3e-02,1.0e+00,0.6205,253,19,19,11,31,25,22
GENE-18164,NO,28.7,10.7,18,1.678,0.7,5.3e-02,1.0e+00,0.6205,253,7,13,12,18,22,14
GENE-4386,NO,49,30.3,18.7,0.617,-0.7,5.4e-02,1.0e+00,0.6205,254,24,38,29,13,24,19
GENE-14705,NO,912.7,322.7,590,1.828,0.9,5.4e-02,1.0e+00,0.6205,254,499,168,301,529,540,701
GENE-7109,NO,2568.3,984,1584.3,1.61,0.7,5.4e-02,1.0e+00,0.6205,255,1288,742,922,1832,1040,1881
GENE-13672,NO,41.7,16.7,25,1.495,0.6,5.4e-02,1.0e+00,0.6205,256,16,16,18,19,31,25
GENE-7472,NO,1727.7,532,1195.7,2.248,1.2,5.4e-02,1.0e+00,0.6205,256,347,463,786,1628,470,1489
GENE-14268,NO,303,133.7,169.3,1.266,0.3,5.4e-02,1.0e+00,0.6205,257,133,120,148,165,177,166
GENE-6484,NO,1217.3,460,757.3,1.647,0.7,5.4e-02,1.0e+00,0.6205,257,262,624,494,747,860,665
GENE-3299,NO,4831,2163,2668,1.233,0.3,5.4e-02,1.0e+00,0.6205,258,2373,1952,2164,2625,2643,2736
GENE-9493,NO,114.7,85.7,29,0.339,-1.6,5.4e-02,1.0e+00,0.6205,259,24,100,133,15,23,49
GENE-15018,NO,121.3,45.7,75.7,1.655,0.7,5.4e-02,1.0e+00,0.6205,259,28,63,46,89,62,76
GENE-7089,NO,160,93,67,0.721,-0.5,5.5e-02,1.0e+00,0.6205,260,96,94,89,82,52,67
GENE-11684,NO,21.7,14,7.7,0.552,-0.9,5.5e-02,1.0e+00,0.6205,261,13,13,16,12,5,6
GENE-19631,NO,187.3,79.3,108,1.365,0.4,5.5e-02,1.0e+00,0.6205,261,92,61,85,109,112,103
GENE-19223,NO,599.3,254.7,344.7,1.353,0.4,5.5e-02,1.0e+00,0.6205,262,230,220,314,388,335,311
GENE-3460,YES,219,95.7,123.3,1.292,0.4,5.5e-02,1.0e+00,0.6221,263,98,91,98,106,137,127
GENE-13253,NO,384.7,247,137.7,0.558,-0.8,5.5e-02,1.0e+00,0.6224,264,289,131,321,128,105,180
GENE-10800,NO,1526.3,841.7,684.7,0.814,-0.3,5.5e-02,1.0e+00,0.6224,265,779,896,850,661,695,698
GENE-17635,NO,183,71.7,111.3,1.557,0.6,5.6e-02,1.0e+00,0.6237,266,63,99,53,90,111,133
GENE-6912,NO,60.7,25,35.7,1.424,0.5,5.6e-02,1.0e+00,0.6254,267,23,27,25,37,42,28
GENE-2120,NO,7019,3966.7,3052.3,0.77,-0.4,5.6e-02,1.0e+00,0.6293,269,4428,3667,3805,3504,3110,2543
GENE-16494,NO,336.7,136.3,200.3,1.469,0.6,5.7e-02,1.0e+00,0.6305,270,112,150,147,266,177,158
GENE-12848,NO,57.7,38,19.7,0.519,-0.9,5.7e-02,1.0e+00,0.6327,272,49,45,20,28,17,14
GENE-10703,NO,2713.7,1186.3,1527.3,1.287,0.4,5.7e-02,1.0e+00,0.6342,273,1037,1104,1418,1594,1476,1512
GENE-4382,NO,1391.3,583.3,808,1.385,0.5,5.8e-02,1.0e+00,0.6359,275,714,551,485,961,782,681
GENE-6592,NO,538.7,319.3,219.3,0.687,-0.5,5.8e-02,1.0e+00,0.6382,276,316,346,296,290,155,213
GENE-19534,NO,81.7,50,31.7,0.634,-0.7,5.8e-02,1.0e+00,0.6399,278,62,34,54,29,40,26
GENE-13109,NO,1128.7,409.7,719,1.755,0.8,5.8e-02,1.0e+00,0.6408,279,327,308,594,648,489,1020
GENE-15547,NO,80.3,33,47.3,1.433,0.5,5.9e-02,1.0e+00,0.6408,279,30,37,32,41,41,60
GENE-16948,NO,747,327,420,1.283,0.4,5.9e-02,1.0e+00,0.6408,280,338,372,271,421,412,427
GENE-16058,YES,6200.3,4026,2174.3,0.54,-0.9,5.9e-02,1.0e+00,0.641,281,3945,3051,5082,2339,1062,3122
GENE-18670,NO,653,375,278,0.743,-0.4,5.9e-02,1.0e+00,0.6429,282,454,350,321,240,276,318
GENE-19239,NO,145.3,82,63.3,0.773,-0.4,5.9e-02,1.0e+00,0.6429,283,91,73,82,67,64,59
GENE-16940,NO,41,16.3,24.7,1.505,0.6,6.0e-02,1.0e+00,0.6429,283,17,15,17,18,31,25
GENE-9932,NO,43.7,25.3,18.3,0.725,-0.5,6.0e-02,1.0e+00,0.6429,284,25,23,28,17,18,20
GENE-2245,NO,212,123.7,88.3,0.715,-0.5,6.0e-02,1.0e+00,0.6429,285,118,107,146,109,73,83
GENE-3350,NO,86,32.7,53.3,1.63,0.7,6.0e-02,1.0e+00,0.6429,285,28,23,47,65,44,51
GENE-19791,NO,1604.3,958.3,646,0.675,-0.6,6.0e-02,1.0e+00,0.6471,288,1078,969,828,896,494,548
