name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-371,NO,1,0,0,0,0,0,0
GENE-372,NO,1,0,0,0,0,0,0
GENE-373,NO,1,0,0,0,0,0,0
GENE-374,NO,1,0,0,0,0,0,0
GENE-375,NO,1,0,0,0,0,0,0
GENE-376,NO,1,0,0,0,0,0,0
GENE-377,NO,1,0,0,0,0,0,0
GENE-378,NO,1,1,0,0,0,0,0
GENE-379,NO,1,7,19,18,22,20,20
GENE-380,NO,1,1,8,0,5,6,1
GENE-381,NO,1,0,0,0,0,0,0
GENE-382,NO,1,0,0,0,0,0,0
GENE-383,NO,1,406,42,180,78,25,1
GENE-384,NO,1,0,0,0,0,0,0
GENE-385,NO,1,0,0,0,0,0,0
GENE-386,NO,1,0,0,0,0,0,0
GENE-387,NO,1,38,49,46,54,41,41
GENE-388,NO,1,0,0,0,0,0,0
GENE-389,NO,1,0,0,0,0,0,0
GENE-390,NO,1,106,126,133,111,81,69
GENE-391,NO,1,23,18,20,26,19,27
GENE-392,NO,1,0,1,0,1,0,1
GENE-393,NO,1,1,1,0,4,2,0
GENE-394,NO,1,57,81,72,66,82,81
GENE-395,NO,1,0,0,0,0,0,0
GENE-396,NO,1,0,0,0,0,0,0
GENE-397,NO,1,0,0,0,0,0,0
GENE-398,NO,1,0,0,0,0,0,0
GENE-399,NO,1,0,0,0,0,0,0
GENE-400,NO,1,240,233,215,176,149,171
GENE-401,NO,1,0,0,0,0,0,0
GENE-402,YES,1,0,0,1,0,1,0
GENE-403,NO,1,18,11,8,11,16,15
GENE-404,NO,1,0,0,0,0,0,0
GENE-405,NO,1,0,0,0,0,0,0
GENE-406,NO,1,171,226,189,189,180,180
GENE-407,NO,1,0,0,0,0,0,0
GENE-408,NO,1,0,0,0,0,0,0
GENE-409,NO,1,0,0,0,0,0,0
GENE-410,NO,1,12,13,14,19,18,15
GENE-411,NO,1,0,0,0,0,0,0
GENE-412,YES,1,0,0,0,0,0,0
GENE-413,NO,1,0,0,0,0,0,0
GENE-414,NO,1,0,0,0,0,0,0
GENE-415,NO,1,0,0,0,0,0,0
GENE-416,YES,1,0,0,0,0,0,0
GENE-417,NO,1,0,0,0,0,0,1
GENE-418,NO,1,0,0,0,0,0,0
GENE-419,NO,1,78,98,97,80,91,89
GENE-420,NO,1,0,0,0,0,0,0
GENE-421,NO,1,0,0,0,0,0,0
GENE-422,NO,1,655,612,802,562,707,513
GENE-424,NO,1,0,0,0,0,0,0
GENE-425,NO,1,17,36,25,32,21,34
GENE-426,NO,1,0,0,0,0,0,0
GENE-427,NO,1,0,0,0,0,0,0
GENE-428,NO,1,0,0,0,0,0,0
GENE-429,NO,1,384,461,364,398,360,433
GENE-430,NO,1,0,0,0,0,0,0
GENE-431,NO,1,0,0,0,0,0,0
GENE-432,NO,1,3,2,3,4,3,2
GENE-433,NO,1,558,381,259,381,373,590
GENE-434,NO,1,0,0,0,0,0,0
GENE-435,NO,1,0,0,0,0,0,0
GENE-436,NO,1,0,0,0,0,0,0
GENE-437,NO,1,0,0,0,0,0,0
GENE-438,NO,1,0,0,0,0,0,0
GENE-439,NO,1,0,0,0,0,0,0
GENE-440,NO,1,28,24,8,50,32,22
GENE-441,NO,1,341,326,338,331,408,288
GENE-442,NO,1,0,0,0,0,0,0
GENE-443,NO,1,0,0,0,0,0,0
GENE-444,NO,1,3933,1482,1319,1513,1837,2103
GENE-445,NO,1,0,0,0,0,0,0
GENE-446,NO,1,0,0,0,0,0,0
GENE-447,NO,1,0,0,0,0,0,0
GENE-448,NO,1,0,0,0,0,0,0
GENE-449,NO,1,0,0,0,0,1,0
GENE-450,NO,1,0,0,0,0,0,0
GENE-451,NO,1,85,123,82,166,129,111
GENE-452,NO,1,1793,1831,1620,2253,1670,1805
GENE-453,NO,1,1,4,3,7,2,2
GENE-454,NO,1,0,0,0,0,0,0
GENE-455,NO,1,0,1,0,0,0,1
GENE-456,NO,1,61,101,92,72,68,88
GENE-457,NO,1,111,113,129,111,118,90
GENE-458,NO,1,0,0,0,0,0,0
GENE-459,NO,1,12,13,7,4,3,7
GENE-460,NO,1,80,84,79,81,90,99
GENE-461,NO,1,0,0,0,0,0,0
GENE-462,NO,1,248,123,142,214,312,178
GENE-463,NO,1,0,0,0,0,0,0
GENE-464,NO,1,21,25,20,19,20,18
GENE-465,YES,1,0,0,0,0,0,0
GENE-466,NO,1,0,0,0,0,0,0
GENE-467,NO,1,0,0,0,0,0,0
GENE-468,NO,1,0,0,0,0,0,0
GENE-469,NO,1,0,0,0,0,0,0
GENE-470,NO,1,77,74,66,85,58,48
GENE-471,NO,1,0,0,0,0,0,0
GENE-472,NO,1,224,180,166,159,221,258
GENE-473,NO,1,0,0,0,0,0,0
GENE-474,NO,1,3,4,0,1,2,1
GENE-475,YES,1,1,3,2,2,5,2
GENE-476,NO,1,0,0,0,0,0,0
GENE-477,NO,1,496,507,580,519,595,493
GENE-478,NO,1,0,0,0,0,0,0
GENE-479,NO,1,0,0,0,0,0,0
GENE-480,NO,1,0,0,0,0,0,0
GENE-481,NO,1,17,10,18,20,17,12
GENE-482,NO,1,0,0,0,0,0,0
GENE-483,NO,1,8,8,12,13,9,11
GENE-484,NO,1,1523,1350,1158,1601,898,1261
GENE-485,NO,1,1,0,5,1,0,2
GENE-486,NO,1,0,0,0,0,0,0
GENE-487,NO,1,0,0,0,0,0,0
GENE-488,NO,1,0,0,0,0,0,0
GENE-489,NO,1,24,32,30,23,24,30
GENE-490,NO,1,0,2,1,1,0,1
GENE-491,NO,1,9,9,16,11,10,12
GENE-492,NO,1,0,0,0,0,0,0
GENE-493,NO,1,3,0,1,2,2,1
GENE-494,NO,1,10,5,6,14,5,10
GENE-495,NO,1,80,84,79,55,37,90
GENE-496,NO,1,0,0,0,0,0,0
GENE-497,NO,1,0,0,0,0,0,0
GENE-498,NO,1,0,0,0,0,0,0
GENE-499,NO,1,2,1,0,1,1,10
GENE-500,NO,1,3,0,1,1,2,2
GENE-501,NO,1,0,0,0,0,0,0
GENE-502,NO,1,152,193,200,172,128,137
GENE-503,NO,1,753,681,859,811,889,808
GENE-504,NO,1,0,0,0,0,0,0
GENE-505,NO,1,0,0,0,0,0,0
GENE-506,YES,1,0,0,0,0,0,0
GENE-507,NO,1,0,0,0,0,0,0
GENE-508,NO,1,10,5,8,14,6,9
GENE-509,NO,1,0,0,0,0,0,0
GENE-510,NO,1,1,2,1,4,0,5
GENE-511,NO,1,65,51,43,61,32,52
GENE-512,NO,1,0,0,0,0,0,0
GENE-513,NO,1,0,0,0,0,0,0
GENE-514,NO,1,1,3,3,2,4,0
GENE-515,NO,1,0,0,0,0,0,0
GENE-516,NO,1,0,0,0,0,0,0
GENE-517,NO,1,0,0,0,0,0,0
GENE-518,NO,1,0,0,0,0,0,0
GENE-519,NO,1,0,0,0,0,0,0
GENE-520,NO,1,0,0,0,0,0,0
GENE-521,NO,1,389,240,291,326,305,365
GENE-522,NO,1,0,0,0,0,0,0
GENE-523,NO,1,0,0,0,0,0,0
GENE-524,NO,1,0,0,0,0,0,0
GENE-525,NO,1,3,3,3,0,2,2
GENE-526,YES,1,0,0,0,0,0,0
GENE-527,NO,1,0,0,0,0,0,0
GENE-528,NO,1,0,0,0,0,0,0
GENE-529,NO,1,0,0,0,0,0,0
GENE-530,NO,1,17,11,9,9,15,16
GENE-531,NO,1,556,788,870,1242,867,676
GENE-532,NO,1,0,0,0,0,0,0
GENE-533,NO,1,0,0,0,0,0,0
GENE-534,NO,1,1954,2260,1259,2861,2076,2453
GENE-535,NO,1,0,0,0,0,0,0
GENE-536,NO,1,0,0,0,0,0,0
GENE-537,NO,1,0,0,0,0,0,0
GENE-538,NO,1,0,0,0,0,0,0
GENE-539,NO,1,0,0,0,0,0,0
GENE-540,NO,1,2,3,0,0,1,1
GENE-541,NO,1,0,0,0,0,0,0
GENE-542,NO,1,14,13,13,22,9,11
GENE-543,NO,1,0,0,0,0,0,0
GENE-544,NO,1,273,272,307,293,305,261
GENE-545,NO,1,0,0,0,0,0,0
GENE-546,NO,1,0,2,1,0,0,0
GENE-547,NO,1,582,413,488,464,526,558
GENE-548,NO,1,0,0,0,0,0,0
GENE-549,NO,1,0,0,0,0,0,0
GENE-550,NO,1,95,126,143,135,109,199
GENE-551,NO,1,1394,1672,1616,1980,1881,1401
GENE-552,NO,1,68,84,78,75,82,74
GENE-553,YES,1,1,3,3,1,1,1
GENE-554,NO,1,26,13,6,10,20,23
GENE-555,YES,1,0,0,0,0,0,0
GENE-556,NO,1,0,0,0,0,0,0
GENE-557,NO,1,119,107,131,135,120,155
GENE-558,NO,1,0,0,0,0,0,0
GENE-559,NO,1,0,0,0,0,0,0
GENE-560,NO,1,0,0,0,0,0,0
GENE-561,NO,1,0,0,0,0,0,0
GENE-562,NO,1,0,0,0,0,0,0
GENE-563,NO,1,0,0,0,0,0,0
GENE-564,NO,1,0,0,0,0,0,0
GENE-565,NO,1,0,0,0,0,0,0
GENE-566,NO,1,0,0,0,0,0,0
GENE-567,NO,1,0,0,0,0,0,0
GENE-568,NO,1,68,52,48,53,41,55
GENE-569,NO,1,4,3,4,10,4,10
GENE-570,NO,1,0,0,0,0,0,0
GENE-571,NO,1,0,0,0,0,0,0
GENE-572,NO,1,0,0,0,2,1,0
GENE-573,NO,1,0,0,0,0,0,0
GENE-574,NO,1,0,0,0,0,0,0
GENE-575,NO,1,2,1,0,0,0,1
GENE-576,NO,1,0,0,1,1,1,1
GENE-577,NO,1,0,0,0,0,0,0
GENE-578,NO,1,0,0,0,0,0,0
GENE-579,NO,1,328,285,338,209,231,283
GENE-580,NO,1,0,0,0,0,0,0
GENE-581,NO,1,0,0,0,0,0,0
GENE-582,NO,1,329,249,334,353,407,353
GENE-583,NO,1,0,0,0,0,0,0
GENE-584,NO,1,483,504,591,558,431,566
GENE-585,NO,1,0,0,0,0,0,0
GENE-586,NO,1,0,0,0,0,0,0
GENE-587,NO,1,9,2,0,2,0,4
GENE-588,NO,1,0,0,0,0,0,0
GENE-589,YES,1,0,0,0,0,0,0
GENE-590,YES,1,0,0,0,0,0,0
GENE-591,NO,1,0,0,0,0,0,0
GENE-592,YES,1,0,0,0,0,0,0
GENE-593,NO,1,0,0,0,0,0,0
GENE-594,NO,1,0,0,0,0,0,0
GENE-595,NO,1,32,47,34,45,52,47
GENE-596,NO,1,1,0,0,0,0,0
GENE-597,NO,1,0,0,0,0,0,0
GENE-598,NO,1,0,0,0,0,0,0
GENE-599,NO,1,926,1057,891,872,1023,1116
GENE-600,NO,1,2441,1933,1613,2558,1802,2696
GENE-601,NO,1,8,11,8,3,8,11
GENE-602,NO,1,3396,3356,3503,3540,3744,3112
GENE-603,NO,1,0,0,0,0,0,0
GENE-604,NO,1,0,0,0,0,0,0
GENE-605,NO,1,0,0,0,0,0,0
GENE-606,NO,1,0,0,0,0,0,0
GENE-607,NO,1,95,157,152,138,147,88
GENE-608,NO,1,2,0,1,0,1,0
GENE-609,NO,1,0,0,0,0,0,0
GENE-610,NO,1,0,0,0,0,0,0
GENE-611,NO,1,0,2,1,3,1,5
GENE-612,NO,1,4,1,1,1,4,2
GENE-613,NO,1,0,0,0,0,0,0
GENE-614,NO,1,0,0,0,0,0,0
GENE-615,NO,1,0,0,0,0,0,0
GENE-616,NO,1,86,64,73,86,71,59
GENE-617,NO,1,0,0,0,0,0,0
GENE-618,NO,1,0,3,1,1,3,0
GENE-619,NO,1,19,46,19,35,16,46
GENE-620,NO,1,0,0,0,0,0,0
GENE-621,NO,1,0,0,0,0,0,0
GENE-622,NO,1,0,0,0,0,0,0
GENE-623,NO,1,0,0,0,0,0,0
GENE-624,NO,1,0,0,0,0,0,0
GENE-625,YES,1,0,0,0,0,0,0
GENE-626,YES,1,0,0,0,0,0,0
GENE-627,NO,1,0,0,0,0,0,0
GENE-628,NO,1,0,0,0,0,0,0
GENE-629,NO,1,0,0,0,0,0,0
GENE-630,NO,1,233,226,244,233,278,249
GENE-631,NO,1,0,0,0,0,0,0
GENE-632,NO,1,0,0,0,0,0,0
GENE-633,NO,1,0,0,0,0,0,0
GENE-634,NO,1,0,0,0,0,0,0
GENE-635,NO,1,0,0,0,0,0,0
GENE-636,NO,1,0,0,0,0,0,0
GENE-637,NO,1,388,381,452,311,296,282
GENE-638,NO,1,144,160,188,154,165,188
GENE-639,NO,1,0,0,0,0,0,0
GENE-640,NO,1,1,0,0,0,0,0
GENE-641,NO,1,0,0,0,0,0,0
GENE-642,NO,1,0,0,0,0,0,0
GENE-643,NO,1,0,0,0,0,0,0
GENE-644,NO,1,0,0,0,0,0,0
GENE-645,NO,1,0,0,0,0,0,0
GENE-646,NO,1,0,5,0,0,0,2
GENE-647,NO,1,0,0,0,0,0,0
GENE-648,NO,1,0,0,0,0,0,0
GENE-649,NO,1,0,0,0,0,0,0
GENE-650,NO,1,0,0,0,0,0,0
GENE-651,NO,1,0,0,0,0,0,0
GENE-652,NO,1,0,0,0,0,0,0
GENE-653,NO,1,0,0,0,0,0,0
GENE-654,NO,1,0,0,0,0,0,0
GENE-655,NO,1,0,0,0,0,0,0
GENE-656,NO,1,0,0,0,0,0,0
GENE-657,NO,1,1855,2017,1808,1831,1920,2329
GENE-658,NO,1,0,0,0,0,0,0
GENE-659,NO,1,4,9,4,2,3,2
GENE-660,NO,1,0,0,0,0,0,0
GENE-661,NO,1,0,0,0,0,0,0
GENE-662,NO,1,12,9,26,12,18,36
GENE-663,NO,1,0,1,1,0,0,0
GENE-664,NO,1,0,0,0,0,0,0
GENE-665,NO,1,0,0,0,0,0,0
GENE-666,NO,1,0,1,0,0,0,2
GENE-667,NO,1,0,0,0,0,0,0
GENE-668,NO,1,0,0,0,0,0,0
GENE-669,NO,1,0,0,0,0,0,0
GENE-670,NO,1,0,0,0,0,0,0
GENE-671,NO,1,0,2,0,0,0,1
GENE-672,NO,1,0,0,0,0,0,0
GENE-673,NO,1,25,19,15,8,14,27
GENE-674,NO,1,0,0,0,0,0,0
GENE-675,NO,1,110,112,121,142,111,101
GENE-676,NO,1,1730,1419,1418,1498,1245,1218
GENE-677,YES,1,0,0,0,0,0,0
GENE-678,NO,1,0,0,0,0,0,0
GENE-679,NO,1,0,0,0,0,0,0
GENE-680,NO,1,0,0,0,0,0,0
GENE-681,NO,1,0,0,0,0,0,0
GENE-682,NO,1,552,447,341,604,488,799
GENE-683,NO,1,275,235,314,237,250,315
GENE-684,NO,1,0,0,0,0,0,0
GENE-685,NO,1,0,0,0,0,0,0
GENE-686,NO,1,0,1,4,2,0,1
GENE-687,NO,1,0,0,0,0,0,0
GENE-688,NO,1,0,0,0,0,0,0
GENE-689,NO,1,5,7,6,7,4,8
GENE-690,NO,1,0,0,0,0,0,0
GENE-691,NO,1,268,310,213,223,287,318
GENE-692,NO,1,19,13,18,18,24,14
GENE-693,NO,1,0,0,0,0,0,0
GENE-694,NO,1,26,34,37,29,40,41
GENE-695,NO,1,3,5,8,7,9,1
GENE-696,NO,1,0,0,0,0,0,0
GENE-697,NO,1,0,0,0,0,0,0
GENE-698,NO,1,0,0,0,0,0,0
GENE-699,NO,1,0,0,0,0,0,0
GENE-700,NO,1,0,0,0,0,0,0
GENE-701,NO,1,0,0,0,0,0,0
GENE-702,NO,1,0,0,0,0,0,0
GENE-703,NO,1,16,14,14,14,9,3
GENE-704,NO,1,0,0,0,0,0,0
GENE-705,NO,1,292,226,305,212,217,217
GENE-706,NO,1,0,0,0,0,0,0
GENE-708,NO,1,8,19,16,17,17,10
GENE-709,NO,1,0,0,0,0,0,0
GENE-710,NO,1,0,0,0,0,0,0
GENE-711,NO,1,22,20,19,18,17,12
GENE-712,NO,1,0,0,0,0,0,0
GENE-713,NO,1,0,0,0,0,0,0
GENE-714,NO,1,247,204,198,170,192,183
GENE-715,NO,1,24,129,161,0,0,25
GENE-716,NO,1,0,0,0,0,0,0
GENE-717,NO,1,0,0,0,0,0,0
GENE-718,NO,1,0,0,0,0,0,0
GENE-719,NO,1,0,0,0,0,0,0
GENE-720,NO,1,0,0,0,0,0,0
GENE-721,YES,1,0,0,0,0,0,0
GENE-722,YES,1,0,0,0,0,0,0
GENE-723,NO,1,0,0,0,0,0,0
GENE-724,NO,1,29,53,85,56,88,99
GENE-725,NO,1,0,0,0,0,0,0
GENE-726,NO,1,0,0,0,0,0,0
GENE-727,NO,1,0,0,0,0,0,0
GENE-728,NO,1,5,7,12,5,20,10
GENE-729,NO,1,0,0,0,0,0,0
GENE-730,YES,1,0,0,0,0,0,0
GENE-731,NO,1,0,0,0,0,0,0
GENE-732,NO,1,0,0,0,0,0,0
GENE-733,NO,1,0,0,0,0,0,0
GENE-734,NO,1,0,0,0,0,0,0
GENE-735,NO,1,0,0,0,0,0,0
GENE-736,NO,1,0,0,0,0,0,0
GENE-737,NO,1,0,0,0,0,0,0
GENE-738,NO,1,1,3,6,5,0,3
GENE-739,NO,1,0,0,0,0,0,0
GENE-740,NO,1,0,0,0,0,0,0
GENE-741,NO,1,0,0,0,0,0,0
GENE-742,NO,1,0,0,0,0,0,0
GENE-743,NO,1,0,0,0,0,0,0
GENE-744,NO,1,108,55,121,55,89,84
GENE-746,NO,1,12,10,16,6,8,3
GENE-747,NO,1,0,0,0,0,0,0
GENE-748,NO,1,14,15,16,21,13,8
GENE-749,NO,1,0,0,0,0,0,0
GENE-750,NO,1,17,17,41,12,19,24
GENE-751,NO,1,0,0,0,0,0,0
GENE-752,NO,1,170,101,124,126,137,80
GENE-753,NO,1,0,0,0,0,0,0
GENE-754,NO,1,0,0,0,0,0,0
GENE-755,NO,1,444,467,710,531,476,431
GENE-756,NO,1,0,0,0,0,0,0
GENE-757,NO,1,0,0,0,0,0,0
GENE-758,NO,1,0,0,0,0,0,0
GENE-759,NO,1,0,0,0,0,0,0
GENE-760,NO,1,0,4,3,2,3,1
GENE-761,NO,1,0,4,1,2,0,1
GENE-762,NO,1,0,0,0,0,0,0
GENE-763,NO,1,18,16,16,3,14,21
GENE-764,NO,1,0,0,0,0,0,0
GENE-765,YES,1,0,0,0,0,0,0
GENE-766,NO,1,1372,92,252,120,195,311
GENE-767,NO,1,46,41,44,42,39,41
GENE-768,NO,1,0,0,0,0,0,0
GENE-769,NO,1,0,1,0,1,0,0
GENE-770,NO,1,0,0,0,0,0,0
GENE-771,NO,1,0,0,0,0,0,0
GENE-772,NO,1,14,12,13,29,24,11
GENE-773,NO,1,0,0,0,0,0,0
GENE-774,NO,1,0,0,0,0,0,0
GENE-775,NO,1,0,0,0,0,0,0
GENE-776,NO,1,0,0,0,0,0,0
GENE-777,NO,1,0,0,0,0,0,0
GENE-778,NO,1,83,169,172,137,83,97
GENE-779,NO,1,0,0,0,0,0,0
GENE-780,NO,1,0,0,0,0,0,0
GENE-781,NO,1,0,0,0,0,0,0
GENE-782,NO,1,0,0,0,0,0,0
GENE-783,NO,1,0,0,0,0,1,3
GENE-784,NO,1,0,0,0,0,0,0
GENE-785,NO,1,0,0,0,0,0,0
GENE-786,NO,1,0,0,0,0,0,0
GENE-787,NO,1,0,0,0,0,0,0
GENE-788,NO,1,0,0,0,0,0,0
GENE-789,NO,1,0,0,0,0,0,0
GENE-790,YES,1,3,3,0,4,1,3
GENE-791,NO,1,0,0,0,0,0,0
GENE-792,NO,1,716,547,483,604,433,1061
GENE-793,NO,1,1007,1094,996,1210,1069,1101
GENE-794,NO,1,2187,1734,2698,1891,2546,2623
GENE-795,NO,1,10,13,12,9,4,12
GENE-796,NO,1,0,0,0,0,0,0
GENE-797,NO,1,1,1,4,3,2,4
GENE-798,NO,1,50,72,60,57,43,47
GENE-799,NO,1,0,0,0,0,0,0
GENE-800,NO,1,0,0,0,0,0,0
GENE-801,NO,1,0,0,0,0,0,0
GENE-802,NO,1,0,0,0,0,0,0
GENE-803,NO,1,0,0,0,0,0,0
GENE-804,NO,1,0,0,0,0,0,0
GENE-805,NO,1,0,0,0,0,0,0
GENE-806,NO,1,17,30,30,24,30,22
GENE-807,NO,1,0,0,2,0,0,1
GENE-808,NO,1,3,8,7,2,1,5
GENE-809,NO,1,0,0,0,0,0,0
GENE-810,NO,1,684,558,468,571,560,483
GENE-812,NO,1,0,0,0,0,0,0
GENE-813,NO,1,1,1,0,0,0,1
GENE-814,NO,1,0,0,0,0,0,0
GENE-815,NO,1,3,3,2,2,4,5
GENE-816,NO,1,0,0,0,0,0,0
GENE-817,NO,1,18,31,18,10,11,45
GENE-818,NO,1,0,0,0,0,0,0
GENE-819,NO,1,0,0,0,0,0,0
GENE-820,NO,1,0,0,0,0,0,0
GENE-821,NO,1,0,0,0,0,0,0
GENE-822,NO,1,0,0,0,0,0,0
GENE-823,NO,1,0,0,0,0,0,0
GENE-824,NO,1,0,0,0,0,0,0
GENE-825,NO,1,0,0,0,0,0,0
GENE-826,NO,1,0,0,0,0,0,0
GENE-827,NO,1,1199,1122,1229,1304,1154,1067
GENE-828,NO,1,0,0,0,0,0,0
GENE-829,NO,1,0,0,0,0,0,0
GENE-830,NO,1,14,8,13,10,7,9
GENE-831,NO,1,0,0,0,0,0,0
GENE-832,NO,1,0,0,0,0,0,0
GENE-833,NO,1,0,0,0,0,0,0
GENE-834,NO,1,0,0,0,0,0,0
GENE-835,NO,1,0,0,0,0,0,0
GENE-836,YES,1,0,0,0,0,0,0
GENE-837,NO,1,0,0,0,0,0,0
GENE-838,NO,1,0,0,0,0,0,0
GENE-839,NO,1,0,0,0,0,0,0
GENE-840,NO,1,0,0,0,0,0,0
GENE-841,NO,1,0,0,0,0,0,0
GENE-842,NO,1,608,638,533,512,503,547
GENE-843,NO,1,20,22,17,8,21,24
GENE-844,NO,1,0,0,0,0,0,0
GENE-845,NO,1,0,0,0,0,0,0
GENE-846,NO,1,0,0,0,0,0,0
GENE-847,NO,1,0,0,0,0,0,0
GENE-848,NO,1,0,0,0,0,0,0
GENE-849,NO,1,0,0,0,0,0,0
GENE-850,NO,1,57,70,71,52,88,57
GENE-851,NO,1,0,0,0,0,0,0
GENE-852,NO,1,0,0,0,0,0,0
GENE-853,NO,1,0,0,0,0,0,0
GENE-854,NO,1,0,0,0,0,0,0
GENE-855,NO,1,0,0,0,0,0,0
GENE-856,NO,1,0,0,0,0,0,0
GENE-857,NO,1,0,0,0,0,0,0
GENE-858,NO,1,0,0,0,0,0,0
GENE-859,NO,1,0,0,0,0,0,0
GENE-860,NO,1,429,384,491,333,138,420
GENE-861,NO,1,0,0,0,0,0,0
GENE-862,NO,1,0,0,0,0,0,0
GENE-863,NO,1,0,0,0,0,0,0
GENE-864,NO,1,0,0,0,0,0,0
GENE-865,NO,1,0,0,0,0,0,0
GENE-866,NO,1,0,0,0,0,0,0
GENE-867,NO,1,761,685,655,748,748,768
GENE-868,NO,1,0,0,0,0,0,0
GENE-869,NO,1,10,10,12,17,14,13
GENE-870,NO,1,0,0,0,0,0,0
GENE-871,NO,1,0,0,0,0,0,0
GENE-872,NO,1,0,0,0,0,0,0
GENE-873,NO,1,0,0,0,0,0,0
GENE-874,NO,1,0,0,0,0,0,0
GENE-875,NO,1,0,0,0,0,0,0
GENE-876,NO,1,0,0,0,0,0,0
GENE-877,NO,1,0,0,0,0,0,0
GENE-878,NO,1,0,0,0,0,0,0
GENE-879,NO,1,11,13,12,10,12,20
GENE-880,YES,1,0,0,0,0,0,0
GENE-881,NO,1,0,0,0,0,0,0
GENE-882,NO,1,0,0,0,0,0,0
GENE-883,NO,1,0,0,0,0,0,0
GENE-884,YES,1,7,7,5,0,3,2
GENE-885,NO,1,0,0,0,0,0,0
GENE-886,NO,1,0,0,0,0,0,0
GENE-887,NO,1,0,0,0,0,0,1
GENE-888,NO,1,0,0,0,0,0,0
GENE-889,NO,1,22,33,28,37,32,34
GENE-890,NO,1,0,0,0,0,0,0
GENE-891,NO,1,94,134,224,121,105,125
GENE-892,NO,1,0,0,0,0,0,0
GENE-893,NO,1,0,0,0,0,0,0
GENE-894,NO,1,0,0,0,0,0,0
GENE-895,NO,1,0,0,0,0,0,0
GENE-896,NO,1,0,0,0,0,0,0
GENE-897,NO,1,0,0,0,0,0,0
GENE-898,NO,1,0,0,0,0,0,0
GENE-899,NO,1,0,0,0,0,0,0
GENE-900,NO,1,63,63,48,85,61,45
GENE-901,NO,1,0,0,0,0,0,0
GENE-902,NO,1,0,0,0,0,0,0
GENE-903,NO,1,0,0,0,0,0,0
GENE-904,NO,1,0,0,0,0,0,0
GENE-905,NO,1,57,47,54,77,51,54
GENE-906,NO,1,0,0,0,0,0,0
GENE-907,NO,1,0,0,0,0,0,0
GENE-908,NO,1,0,0,0,0,0,0
GENE-909,NO,1,1,2,0,1,1,6
GENE-910,NO,1,0,0,0,0,0,0
GENE-911,NO,1,0,0,0,0,0,0
GENE-912,NO,1,163,76,119,128,91,88
GENE-913,NO,1,0,0,0,0,0,0
GENE-914,NO,1,0,0,0,0,0,0
GENE-915,NO,1,0,0,0,0,0,0
GENE-916,NO,1,570,981,753,729,586,736
GENE-917,NO,1,1,2,1,1,0,0
GENE-918,NO,1,272,2766,3764,681,584,1727
GENE-919,NO,1,0,0,0,0,0,0
GENE-920,NO,1,2,4,3,9,5,4
GENE-921,NO,1,0,0,0,0,0,0
GENE-922,NO,1,0,0,0,0,0,0
GENE-923,NO,1,0,0,0,0,0,0
GENE-924,NO,1,0,1,1,0,1,0
GENE-925,NO,1,0,0,0,0,0,0
GENE-926,NO,1,0,0,0,0,0,0
GENE-927,NO,1,392,523,458,305,470,569
GENE-928,NO,1,6,0,15,14,1,3
GENE-929,NO,1,0,0,0,0,0,0
GENE-930,NO,1,0,0,0,0,0,0
GENE-931,NO,1,0,0,0,0,0,0
GENE-932,NO,1,0,0,0,0,0,0
GENE-933,NO,1,0,0,0,0,0,0
GENE-934,NO,1,0,0,0,0,0,0
GENE-935,NO,1,53,33,41,36,38,46
GENE-936,NO,1,0,0,0,0,0,0
GENE-937,YES,1,0,0,0,0,0,0
GENE-938,YES,1,9,2,5,7,10,5
GENE-939,NO,1,90,73,54,55,91,78
GENE-940,NO,1,0,0,0,0,0,0
GENE-941,NO,1,0,0,0,0,0,0
GENE-942,NO,1,23,27,28,32,19,23
GENE-943,NO,1,0,1,0,2,1,0
GENE-944,NO,1,0,1,0,0,0,0
GENE-945,NO,1,3087,2539,2419,2546,2474,2687
GENE-946,NO,1,0,0,0,0,0,0
GENE-947,NO,1,20,14,9,10,12,12
GENE-948,NO,1,0,0,0,0,0,0
GENE-949,NO,1,0,0,0,0,0,0
GENE-950,YES,1,3,3,3,1,1,9
GENE-951,NO,1,277,250,233,262,291,249
GENE-953,NO,1,51,39,43,37,52,52
GENE-954,NO,1,0,0,0,0,0,0
GENE-955,NO,1,0,0,0,0,0,0
GENE-956,NO,1,0,0,0,0,0,0
GENE-957,YES,1,0,0,0,0,0,0
GENE-958,NO,1,0,0,0,0,0,0
GENE-959,NO,1,0,0,0,0,0,0
GENE-960,NO,1,52,58,61,70,54,65
GENE-961,YES,1,2,2,3,18,10,23
GENE-962,NO,1,0,0,0,0,0,0
GENE-963,NO,1,5,5,11,2,3,3
GENE-964,NO,1,0,0,0,0,0,0
GENE-965,NO,1,2,6,0,6,3,7
GENE-966,NO,1,1,0,4,2,1,0
GENE-967,NO,1,0,0,0,0,0,0
GENE-968,NO,1,0,0,0,3,1,0
GENE-969,NO,1,4,5,8,10,8,9
GENE-970,NO,1,0,0,0,0,0,0
GENE-971,NO,1,0,0,0,0,0,0
GENE-972,NO,1,0,0,0,0,0,0
GENE-973,NO,1,0,0,0,0,0,0
GENE-974,NO,1,0,1,1,0,0,1
GENE-975,NO,1,7,4,4,4,6,7
GENE-976,NO,1,213,164,219,161,227,240
GENE-977,NO,1,0,0,0,0,0,0
GENE-978,NO,1,19,22,17,22,27,21
